station_id,connector_type_id,connector_name,connector_image_url
10788,1,CCS-2,https://d3orevttu06iqr.cloudfront.net/connector_images/ccs-2.png
10789,1,CCS-2,https://d3orevttu06iqr.cloudfront.net/connector_images/ccs-2.png
10790,1,CCS-2,https://d3orevttu06iqr.cloudfront.net/connector_images/ccs-2.png
10791,5,Wall,https://d3orevttu06iqr.cloudfront.net/connector_images/type-1.png
10792,5,Wall,https://d3orevttu06iqr.cloudfront.net/connector_images/type-1.png
10793,1,CCS-2,https://d3orevttu06iqr.cloudfront.net/connector_images/ccs-2.png
10794,1,CCS-2,https://d3orevttu06iqr.cloudfront.net/connector_images/ccs-2.png
10795,1,CCS-2,https://d3orevttu06iqr.cloudfront.net/connector_images/ccs-2.png
10796,1,CCS-2,https://d3orevttu06iqr.cloudfront.net/connector_images/ccs-2.png
10797,1,CCS-2,https://d3orevttu06iqr.cloudfront.net/connector_images/ccs-2.png
10798,1,CCS-2,https://d3orevttu06iqr.cloudfront.net/connector_images/ccs-2.png
10799,1,CCS-2,https://d3orevttu06iqr.cloudfront.net/connector_images/ccs-2.png
10800,1,CCS-2,https://d3orevttu06iqr.cloudfront.net/connector_images/ccs-2.png
10801,1,CCS-2,https://d3orevttu06iqr.cloudfront.net/connector_images/ccs-2.png
10802,1,CCS-2,https://d3orevttu06iqr.cloudfront.net/connector_images/ccs-2.png
10803,1,CCS-2,https://d3orevttu06iqr.cloudfront.net/connector_images/ccs-2.png
10803,3,Type-2,https://d3orevttu06iqr.cloudfront.net/connector_images/type-2.png
10803,5,Wall,https://d3orevttu06iqr.cloudfront.net/connector_images/type-1.png
10804,1,CCS-2,https://d3orevttu06iqr.cloudfront.net/connector_images/ccs-2.png
10805,1,CCS-2,https://d3orevttu06iqr.cloudfront.net/connector_images/ccs-2.png
10806,1,CCS-2,https://d3orevttu06iqr.cloudfront.net/connector_images/ccs-2.png
10808,1,CCS-2,https://d3orevttu06iqr.cloudfront.net/connector_images/ccs-2.png
10810,1,CCS-2,https://d3orevttu06iqr.cloudfront.net/connector_images/ccs-2.png
10811,1,CCS-2,https://d3orevttu06iqr.cloudfront.net/connector_images/ccs-2.png
10812,3,Type-2,https://d3orevttu06iqr.cloudfront.net/connector_images/type-2.png
10813,1,CCS-2,https://d3orevttu06iqr.cloudfront.net/connector_images/ccs-2.png
